"","sim_id","true_alpha_game1","fit_alpha_game1","true_alpha_game2","fit_alpha_game2","true_temp_game1","fit_temp_game1","true_temp_game2","fit_temp_game2","true_envy","fit_envy","true_guilt","fit_guilt","neg_log_lik"
"90",90,0.836809210125357,1,0.0689056439464912,0.00395893633124033,2.42345601392444,1.76645849762324,3.38351114939433,0.1,1.74811011506245,5,0.0879109898814932,0.662920875448151,51.6844637721044
"91",91,0.489704010114074,0.0330271333183433,0.883183076758869,0.174982174660883,0.990887302882038,0.1,3.78284552560654,0.576654974812783,1.04141832469031,1.20851837161638,1.47433130897116,1.58913120121871,38.7674048595345
"92",92,0.401041960129514,0.747313399378592,0.09866297386121,0.758296713850877,1.21557990792207,0.1,3.68927802168764,15,0.577402364928275,1.61288622116734,1.2501655141823,1.43970613253978,40.7427877728896
"93",93,0.703717103968374,0.304563870608394,0.62119160127826,0.653028609048239,3.32866908300202,0.639944153690501,2.40203784245532,1.65106004725485,1.66861123358831,1.83652742838282,1.38100106769707,1.90547221306573,40.7991957046278
"94",94,0.777401936752722,0.816756343336157,0.758248882200569,0.1920752779029,3.54578178096563,3.42689407542602,1.06856112221722,0.138249937116523,0.443257456179708,1.13556630169168,1.12480940285604,1.16545036009386,26.645432223072
"95",95,0.594912919313647,0.0478998478061436,0.500249128849246,0.136820240485309,1.25686004122254,0.1,4.71048868147191,1.25962402688882,1.83019913546741,0.295075752283524,0.304245160426944,0.349478717248466,35.3033200094642
"96",96,0.94892096742522,1,0.314013950400986,1,2.20656365791801,0.1,0.840219745179638,0.1,0.722719588316977,5,0.365843377425335,0.01,10.5682352806744
"97",97,0.342855812790804,0.655596647250848,0.491589989867061,0.0042455636524202,1.46178624257445,0.1,3.4728147583548,0.1,1.7241840986535,2.94264248650502,0.60571205697488,0.01,41.9985280529166
"98",98,0.752480378248729,1,0.134052440430969,0.915658579628781,0.959469441021793,0.1,3.38455126245972,7.80223434734144,0.045512676704675,1.12125834450021,0.459364882553928,0.845042588139874,32.6588751375285
"99",99,0.390062263645232,0.684461166841913,0.446127921263687,0.765258376169287,1.32830013348721,0.1,3.37845867129508,5.12851866348112,0.0382940866984427,0.767093283606182,1.32496447849553,1.73181739516707,34.1330162256932
"100",100,0.957884193710052,0.55566051006466,0.306810508570634,1,1.22563752371352,3.27433226007767,3.85502864834853,6.83591497513787,0.838237068150192,5,0.0633546535391361,0.01,18.5958725222899
"101",101,0.146371302851476,0.372993509561216,0.963889110372402,1,2.76387664829381,8.13688967260132,0.578701227460988,0.1,1.77922056382522,5,0.819593340740539,0.807638503647889,56.4850394426224
"102",102,0.766200482491404,0.841395907106224,0.360375009854324,0.0348820897007898,3.59179132303689,1.95906118408957,1.3925915573258,0.1,0.790516596287489,1.30040541023508,0.153743587899953,0.59782120727877,32.4344460461542
"103",103,0.4298510005977,0.0292744009312612,0.787933396990411,1,4.28407484402414,0.1,3.72218486284837,0.134574843906107,0.897151057608426,1.05565743157929,0.864968027221039,1.89127902296391,25.5701968063029
"104",104,0.262301148003899,0.00588892541980741,0.852568759182468,0.138326349880052,3.91588053349406,0.1,2.03757265997119,0.1,0.594653454143554,1.47971404821544,0.580783950746991,0.739803264902733,51.3959170195942
"105",105,0.454424213566817,1,0.528814174155705,1,0.221470357384533,0.1,0.280310687655583,0.1,0.200633775442839,0.445353193709067,0.91807039885316,0.01,8.77647581194632
